Year,Yearly Rank,Source,Prefix,CH,40,10,PK,High,Verified,Artist,Artist Inverted,Featured,UnFeatured,Album,B-Side,Track,Time,Time Source,explicit,Time (Album),Artist ID,SYMBL,ReIssue,Label/Number,Media,Stereo (55-68),Pic Sleeve,Genre,Comments,Written By,Temp 1,Date Entered,Date Peaked,1st Week,2nd Week,3rd Week,4th Week,5th Week,6th Week,7th Week,8th Week,9th Week,10th Week,11th Week,12th Week,13th Week,14th Week,15th Week,16th Week,17th Week,18th Week,19th Week,20th Week,21st Week,22nd Week,23rd Week,24th Week,25th Week,26th Week,27th Week,28th Week,29th Week,30th Week,31st Week,32nd Week,33rd Week,34th Week,35th Week,36th Week,37th Week,38th Week,39th Week,40th Week,41st Week,42nd Week,43rd Week,44th Week,45th Week,46th Week,47th Week,48th Week,49th Week,50th Week,51st Week,52nd Week,53rd Week,54th Week,55th Week,56th Week,57th Week,58th Week,59th Week,60th Week,61st Week,62nd Week,63rd Week,64th Week,65th Week,66th Week,67th Week,68th Week,69th Week,70th Week,71st Week,72nd Week,73rd Week,74th Week,75th Week,76th Week,77th Week,78th Week,79th Week,80th Week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,357,h,2013-015,20,4,0,1,26,,Gary Allan,"Allan, Gary",,,s,--,Every Storm (Runs Out Of Rain),3:45,,,,7208,,,MCA Nashville Digital,DD,,,,,"G.Allan,M.Warren,H.Lindsey",916,10/20/2012,2/9/2013,78,84,89,81,77,65,59,63,55,50,54,50,41,44,35,29,26,31,41,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,361,h,2013-016,20,0,0,1,42,,Randy Houser,"Houser, Randy",,,s,--,How Country Feels,3:07,,,,8010,,,Stoney Creek Digital,DD,,,,,"V.McGehee,W.Mobley,N.Thrasher",700,10/20/2012,2/9/2013,100,87,86,85,81,75,69,69,64,62,57,55,54,51,47,47,42,51,65,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,362,h,2013-017,36,26,16,1,2,,Taylor Swift,"Swift, Taylor",,,Red,--,I Knew You Were Trouble,3:39,,,,7850,,,Big Machine Digital,DD,,,,,"T.Swift,Max Martin,Shellback",2780,10/27/2012,1/12/2013,3,23,,59,73,77,47,32,15,10,4,2,3,4,5,4,5,5,5,4,4,6,7,10,12,16,19,25,34,35,36,41,48,43,42,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,368,h,2013-018,24,15,0,2,19,,Kelly Clarkson,"Clarkson, Kelly",,,s,--,Catch My Breath,4:11,,,,7665,,,19 Digital,DD,,,,,"K.Clarkson,J.Halbert,E.Olson",1460,11/3/2012,2/16/2013,54,93,,96,74,57,53,52,49,30,36,30,23,24,22,19,19,25,24,23,24,27,32,37,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,370,h,2013-019,27,20,1,1,10,,Calvin Harris,"Harris, Calvin",Featuring Florence Welch,,18 Months,--,Sweet Nothing,3:33,,,,8219,,,Fly Eye/Ultra/Roc Nation Digital,DD,,,,,"C.Harris,F.Welch,K.Harpoon",1828,11/3/2012,2/16/2013,96,,,,97,82,58,44,33,26,40,24,20,17,14,10,14,17,17,16,16,17,16,18,21,27,29,40,41,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,371,h,2013-020,13,0,0,1,49,,Bridgit Mendler,"Mendler, Bridgit",,,Hello My Name Is…(Deluxe Version),--,Ready Or Not,3:20,,,,8164,,,Hollywood Digital,DD,,,,,"B.Mendler,E.Kiriakou,E.K.Bogart,A.Goldstein,T.R.Bell,W.Hart",191,11/3/2012,1/12/2013,98,78,85,98,90,87,87,97,87,94,49,75,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,375,h,2013-021,24,6,0,1,26,,Kendrick Lamar,"Lamar, Kendrick",Featuring Drake,,"good kid, m.A.A.d city (Deluxe)",--,Poetic Justice,5:00,,x,,8226,,,Top Dawg/Aftermath Digital,DD,,,Rap,,"K.Duckworth,E.Molina,A.Graham,J.S.Harris III,J.Jackson,T.S.Lewis",987,11/10/2012,3/16/2013,76,92,94,94,90,84,83,77,72,74,64,59,55,51,43,40,49,34,26,28,30,35,41,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,380,h,2013-022,10,0,0,1,86,,Meek Mill,Meek Mill,Featuring Kirko Bangz,,Dreams and Nightmares,--,Young & Gettin' It,3:27,,,,8234,,,Maybach Digital,DD,,,,,"R.R.Williams,O.J.Tucker,K.Randle,V.Robinson",87,11/10/2012,1/12/2013,95,,92,96,93,89,88,92,97,86,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,381,h,2013-023,20,10,0,1,28,,"Band Perry, The","Band Perry, The",,,s,--,Better Dig Two,3:11,,,,8107,,,Republic Nashville Digital,DD,,,,,"B.Clark,S.McAnally,T. Rosen",1153,11/17/2012,2/2/2013,53,64,60,60,44,40,41,44,39,40,33,28,29,29,31,39,39,43,49,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,382,h,2013-024,27,19,2,1,8,,A$AP Rocky,A$AP Rocky,"Featuring Drake, 2 Chainz & Kendrick Lamar",,LONG.LIVE.A$AP (Deluxe Version),--,F**kin Problems,3:57,,x,,8260,,,ASAP) Worldwide/Polo Grounds Digital,DD,,,,,"R.Mayers,N.Shebib,S.Garrett,A.Graham,T.Epps,K.Duckworth",1869,11/17/2012,2/16/2013,73,79,70,66,59,42,32,24,26,22,18,15,10,8,11,15,15,15,15,16,18,21,28,34,38,45,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,117,h,2012_001,50,43,23,9,1,,Carly Rae Jepsen,"Jepsen, Carly Rae",,,Kiss (Deluxe),,Call Me Maybe,3:13,,,,8222,,,604/SchoolBoy 016810,,,,,,"J.Ramsay,C.R.Jepsen,T.Crowe",4161,3/10/2012,6/23/2012,38,31,24,23,18,10,10,8,7,5,4,4,2,2,2,1,1,1,1,1,1,1,1,1,3,4,6,10,12,13,12,15,20,23,25,25,30,27,31,34,41,45,45,43,27,29,40,41,43,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,253,h,2012_002,42,32,21,9,1,,Maroon 5,Maroon 5,,,Overexposed (Deluxe Edition),,One More Night,3:39,,,,2761,,,A&M/Octone Digital,DD,,,,,"A.Levine,Shellback,S.Kotecha,Max Martin",3314,7/7/2012,9/29/2012,42,62,83,86,82,54,30,15,9,4,3,2,1,1,1,1,1,1,1,1,1,2,3,4,5,5,7,8,9,11,11,18,17,21,34,33,35,36,42,48,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,54,h,2012_003,59,44,24,8,1,,Gotye,Gotye,Featuring Kimbra,,s,--,Somebody That I Used To Know,4:04,,,,8217,,,Samples 'n' Seconds/Fairfax Digital,DD,,,,2013 Grammy 'Record of the Year',W.de Backer,4676,1/21/2012,4/28/2012,91,58,50,31,27,26,27,16,9,5,5,4,3,2,1,1,1,1,1,1,1,1,2,2,3,3,3,4,5,6,6,6,11,14,14,15,16,19,19,22,22,26,26,32,29,36,43,47,46,48,49,48,43,42,45,44,47,42,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,88,h,2012_004,42,33,22,6,1,,Fun.,Fun.,Featuring Janelle Monae,,Some Nights,,We Are Young,4:09,,,,8215,,,Fueled By Ramen 529068,,,,,,"N.Ruess,A.Dost,J.Antonoff,J.Bhasker",3314,12/24/2011,3/17/2012,53,78,,,88,86,89,63,41,3,6,3,1,1,1,1,1,1,2,2,2,2,3,4,4,4,4,5,7,7,8,11,11,15,20,24,27,27,28,32,34,38,42,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,354,h,2012_005,36,33,20,6,1,,Bruno Mars,"Mars, Bruno",,,Unorthodox Jukebox,--,Locked Out Of Heaven,3:53,,xc,,8130,,,Elektra Digital,DD,,,,,"Bruno Mars,P.Lawrence,A.Levine",3086,10/20/2012,12/22/2012,34,33,15,7,7,6,4,4,2,1,1,1,1,1,1,2,2,2,2,7,9,9,10,13,14,19,19,24,30,32,31,31,37,44,46,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,21,h,2012_006,37,30,16,3,1,,Kelly Clarkson,"Clarkson, Kelly",,,Stronger (Deluxe Version),--,Stronger (What Doesn't Kill You),3:41,,,,7665,,,19 Digital,DD,,,,,"J.Elofsson,A.Tamposi,D.Gamson,G.Kurstin",2929,11/12/2011,2/18/2012,64,,,99,,,,,,,58,21,8,2,1,1,4,1,2,2,2,2,5,8,9,10,10,10,11,11,15,15,19,22,21,28,30,30,31,37,38,41,44,47,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,343,h,2012_007,26,24,15,3,1,,Rihanna,Rihanna,,,s,,Diamonds,3:45,,,,7472,,,SRP/Def Jam Digital,DD,,,,,"S.Furler,B.Levin,M.S.Eriksen,T.E.Hermansen",2297,10/13/2012,12/1/2012,16,18,11,8,5,4,2,1,1,1,2,2,2,3,2,5,8,8,11,18,21,25,32,33,43,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,296,h,2012_008,24,22,13,3,1,,Taylor Swift,"Swift, Taylor",,,Red,,We Are Never Ever Getting Back Together,3:11,,,,7850,,,Big Machine/Republic 310401A,,,,,,"T.Swift,Max Martin,Shellback",2057,8/25/2012,9/1/2012,72,1,1,2,1,2,4,4,5,5,4,11,5,7,9,11,15,25,27,29,17,25,39,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,10,h,2012_009,42,34,21,2,1,,LMFAO,LMFAO,,,Sorry For The Party Rocking Deluxe Version),--,Sexy And I Know It,3:19,,,,8027,,,Party Rock/will.i.am/Cherrytree Digital,DD,,,,,"S.K.Gordy,K.Oliver,G.M.Robertson,D.J.Listenbee,E.E.Beck",3447,9/17/2011,1/7/2012,76,50,25,10,6,4,4,4,3,2,2,2,2,2,2,2,1,1,2,5,7,7,9,4,13,12,14,18,22,24,25,28,33,32,37,42,43,39,42,43,46,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,1,h,2012_010,43,27,14,2,1,,Adele,Adele,,,21,--,Set Fire To The Rain,4:01,,,,8003,,,XL Digital,DD,,,,,"A.Adkins,F.T.Smith",2776,3/12/2011,2/4/2012,88,,,,,,,,,,,,,,,,,,,,,,84,88,,,92,80,72,72,90,91,,,96,,,89,74,56,37,21,13,7,8,4,2,1,1,2,2,2,2,3,3,4,6,12,15,17,18,22,21,29,35,38,35,43,43,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,201,h,2012_011,29,21,12,2,1,,Flo Rida,Flo Rida,,,s,,Whistle,3:45,,,,7924,,,Poe Boy Digital,DD,,,,,"T.Dillard,D.Glass,J.Franks,B.Isaac,A.C.Mobley,M.Killian",2123,5/12/2012,8/25/2012,64,95,77,92,,,,86,58,20,12,7,6,4,3,1,2,2,1,3,4,6,8,12,17,19,22,28,30,38,41,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,102,h,2012_012,22,20,9,1,1,,Katy Perry,"Perry, Katy",,,s,,Part Of Me,3:35,,,,7961,,,Capitol 40463,DVD,,,,,"K.Perry,L.Gottwald,Max Martin,B.McKee",1829,3/3/2012,3/3/2012,1,4,5,10,10,8,8,9,10,12,11,13,13,14,20,26,31,34,33,37,41,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,322,h,2012_013,31,26,12,7,2,,Psy,Psy,,,s,,Gangnam Style,3:39,,,,8248,,,SchoolBoy Digital,DD,,,,,"P.Jai-Sang,Y.Gun-Hyung",2501,9/22/2012,10/6/2012,64,11,2,2,2,2,2,2,2,5,7,5,10,11,18,19,6,14,22,31,37,46,48,26,27,27,27,29,34,44,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,189,h,2012_014,31,30,19,6,2,,Maroon 5,Maroon 5,Featuring Wiz Khalifa,,s,,Payphone,3:51,,,,2761,,,A&M/Octone 016962,DD,,,Rock,,"A.Levine,B.Levin,A.Malik,D.Omelio,Shellback,C.J.Thomaz",2744,5/5/2012,5/26/2012,3,3,3,2,3,3,3,3,3,2,2,2,2,2,3,5,5,7,8,12,13,15,20,21,29,29,32,33,34,39,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,6,h,2012_015,57,33,14,2,2,,Ellie Goulding,"Goulding, Ellie",,,Lights,--,Lights,3:31,,,5:03,8192,,,Cherrytree Digital,DD,,,,,"E.Goulding,R.Stannard,A.Howes",3620,8/20/2011,8/18/2012,85,,,,,,,,,,,,,,,,,,,,,99,92,87,84,80,83,79,84,85,78,68,65,66,62,60,54,49,40,35,26,22,17,14,13,12,6,6,5,5,4,5,2,2,3,3,4,5,7,10,12,15,15,14,17,19,21,27,33,38,38,43,45,50,45,49,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,229,h,2012_016,26,24,13,1,2,,Katy Perry,"Perry, Katy",,,Teenage Dream - The Complete Confection,,Wide Awake,3:40,,,,7961,,,Capitol Digital,DD,,,,,"K.Perry,L.Gottwald,Max Martin,B.McKee,H.Walter",2233,6/9/2012,8/11/2012,36,19,9,4,4,4,4,3,3,2,4,4,5,7,7,11,14,13,17,21,25,28,27,33,41,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,342,h,2012_017,22,20,12,1,2,,Ke$ha,Ke$ha,,,s,,Die Young,3:33,,,,8062,,,Kemosabe Digital,DD,,,,,"K.Sebert,L.Gottwald,B.Levin,N.Ruess,H.Walter",1905,10/13/2012,12/8/2012,13,14,8,5,4,6,3,3,2,3,3,4,6,7,12,16,20,24,28,36,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,159,h,2012_018,20,16,12,1,2,,Justin Bieber,"Bieber, Justin",,,s,,Boyfriend,2:52,,,,8047,,,SchoolBoy/Raymond Braun/Island 016817,,,,,,"M.Posner,J.Bieber,M.Levy,M.Musto",1658,4/14/2012,4/14/2012,2,5,5,4,7,8,9,9,9,8,10,10,18,14,16,27,42,46,53,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,119,h,2012_019,56,38,19,6,3,,Fun.,Fun.,,,Some Nights,,Some Nights,4:37,,,,8215,,,Fueled By Ramen Digital,DD,,,,,"J.Antonoff,J.Bhasker,A.Dost,N.Ruess",3929,3/10/2012,9/29/2012,62,89,82,76,70,68,68,68,69,74,76,76,67,64,59,47,41,32,32,28,17,14,11,11,8,6,5,5,4,3,3,3,4,4,3,3,3,4,5,6,6,8,9,14,13,15,14,18,20,24,24,28,38,38,39,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,243,h,2012_020,62,43,14,5,3,,"Lumineers, The","Lumineers, The",,,The Lumineers,,Ho Hey,2:43,,,,8230,,,Dualtone Digital,DD,,,,,"W.Schultz,J.Fraites",4343,6/23/2012,12/29/2012,90,73,74,77,73,64,57,56,55,49,48,42,37,35,38,32,36,40,32,27,19,17,13,8,7,5,4,3,3,4,4,3,3,3,4,4,6,11,13,14,14,17,23,20,22,26,29,24,28,33,34,38,44,39,46,41,36,38,43,47,44,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,60,h,2012_021,37,32,15,4,3,,"Wanted, The","Wanted, The",,,s,,Glad You Came,3:18,,,,8257,,,Global Talent/Mercury 016724,,,,,,"S.Mac,W.Hector,E.Drewett",2938,1/28/2012,3/31/2012,85,64,40,30,25,23,5,4,4,3,3,4,3,3,5,4,6,8,8,8,10,11,13,13,13,15,19,22,24,31,37,40,38,38,45,46,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,11,h,2012_022,37,31,16,3,3,,Flo Rida,Flo Rida,,,s,--,Good Feeling,4:06,,,,7924,,,Poe Boy Digital,DD,,,,,"T.Dillard,L.Gottwald,H.Walter,B.Isaac,A.Pournouri,T.Bergling,E.James,L.Kirkland,P.Woods",2948,9/17/2011,1/28/2012,82,,,,,77,42,31,12,8,8,7,8,5,5,4,6,5,5,3,3,4,3,5,12,7,12,13,17,20,21,22,27,27,30,37,40,40,45,47,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,16,h,2012_023,24,21,11,2,3,,Katy Perry,"Perry, Katy",,,Teenage Dream (Deluxe Edition),--,The One That Got Away,3:47,,,,7961,,,Capitol Digital,DD,,,,,"K.Perry,L.Gottwald,Max Martin",1897,10/29/2011,1/7/2012,94,55,34,18,15,10,9,9,4,5,3,3,6,6,5,9,14,21,30,29,33,31,36,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,89,h,2012_024,3,3,2,1,3,,Whitney Houston,"Houston, Whitney",,,,,I Will Always Love You,4:32,,,,3490,,R,Arista 2490,,,,,,D.Parton,263,2/25/2012,3/3/2012,7,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
