Year,Yearly Rank,Source,Prefix,CH,40,10,PK,High,Verified,Artist,Artist Inverted,Featured,UnFeatured,Album,B-Side,Track,Time,Time Source,explicit,Time (Album),Artist ID,SYMBL,ReIssue,Label/Number,Media,Stereo (55-68),Pic Sleeve,Genre,Comments,Written By,Temp 1,Date Entered,Date Peaked,1st Week,2nd Week,3rd Week,4th Week,5th Week,6th Week,7th Week,8th Week,9th Week,10th Week,11th Week,12th Week,13th Week,14th Week,15th Week,16th Week,17th Week,18th Week,19th Week,20th Week,21st Week,22nd Week,23rd Week,24th Week,25th Week,26th Week,27th Week,28th Week,29th Week,30th Week,31st Week,32nd Week,33rd Week,34th Week,35th Week,36th Week,37th Week,38th Week,39th Week,40th Week,41st Week,42nd Week,43rd Week,44th Week,45th Week,46th Week,47th Week,48th Week,49th Week,50th Week,51st Week,52nd Week,53rd Week,54th Week,55th Week,56th Week,57th Week,58th Week,59th Week,60th Week,61st Week,62nd Week,63rd Week,64th Week,65th Week,66th Week,67th Week,68th Week,69th Week,70th Week,71st Week,72nd Week,73rd Week,74th Week,75th Week,76th Week,77th Week,78th Week,79th Week,80th Week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,351,h,2012_025,16,5,1,1,3,,One Direction,One Direction,,,Up All Night,,Live While We're Young,3:18,,,,8241,,,SYCO 40710,,,,,,"R.Yacoub,C.Falk,S.Kotecha",740,10/20/2012,10/20/2012,3,21,31,39,39,42,68,55,70,74,78,74,43,63,82,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,105,h,2012_026,34,31,13,2,4,,One Direction,One Direction,,,Up All Night,,What Makes You Beautiful,3:19,,,,8241,,,SYCO Digital,DD,,,,,"R.Yocaub,C.Falk,S.Kotecha",2783,3/3/2012,4/21/2012,28,50,44,33,19,11,9,4,4,8,9,9,7,7,7,6,5,6,9,11,13,14,16,16,21,25,26,28,29,29,31,36,37,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,9,h,2012_027,27,21,10,1,4,,David Guetta,"Guetta, David",Featuring Nicki Minaj,,Nothing But The Beat,--,Turn Me On,3:19,,,,7965,,,What A Music/Astralwerks Digital,DD,,,,,"E.Dean,D.Guetta,G.Tuinfort",2067,9/17/2011,2/4/2012,37,68,,,,,,,,,,,,,,68,62,51,25,10,4,5,5,8,11,8,8,6,7,10,13,12,15,19,21,22,31,37,47,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,103,h,2012_028,31,30,21,4,5,,Nicki Minaj,"Minaj, Nicki",,,s,,Starships,3:30,,xc,,8134,,,Young Money/Cash Money Digital,DD,,,,,"O.T.Maraj,N.Khayat,C.Falk,R.Yocaub,W.Hector",2708,3/3/2012,4/7/2012,9,10,6,9,6,5,6,6,7,9,8,7,6,5,5,5,6,7,8,8,9,12,15,20,22,28,31,32,34,34,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,266,h,2012_029,27,22,11,3,5,,P!nk,Pink,,,Truth About Love,,Blow Me (One Last Kiss),4:15,,x,,6711,,,RCA Digital,DD,,,,,"P!nk,G.Kurstin",2197,7/21/2012,9/29/2012,58,9,10,10,10,11,12,12,11,6,5,5,5,9,9,10,12,15,16,18,27,30,35,44,47,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,41,h,2012_030,36,28,14,2,5,,Flo Rida,Flo Rida,Featuring Sia,,s,--,Wild Ones,3:53,,,,7924,,,Poe Boy Digital,DD,,,,,"T.Dillard,R.Judrin,P.Melki,S.Furler,Axwell,J. Luttrell,M.Cooper,B.Maddahi",2686,1/7/2012,5/19/2012,57,72,90,,,100,77,57,45,35,19,12,9,7,7,7,6,6,6,5,5,6,6,7,7,9,11,12,11,13,18,21,25,30,33,37,36,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,186,y,2000_186,12,0,0,1,52,,Bloodhound Gang,Bloodhound Gang,,,Hooray For Boobies - Republic 490455,--,The Bad Touch,4:20,,,,,,,Republic Album Cut,AC,--,,R&B,,J.Pop,341,3/18/2000,4/15/2000,70,62,55,55,52,57,72,80,82,92,96,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,187,y,2000_187,19,0,0,1,53,,Robbie Williams,"Williams, Robbie",,,Life thru a Lens,--,Angels,3:56,,,,,,,Capitol Album Cut,AC,--,,Rock,,"R.Williams,G.Chambers",487,11/20/1999,1/22/2000,85,77,69,69,62,56,55,64,54,53,72,83,81,88,96,93,91,89,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,188,y,2000_188,13,0,0,1,53,,Jo Dee Messina,"Messina, Jo Dee",,,I'm Alright (Curb 77904),--,Because You Love Me,3:50,,,,,,,Curb Album Cut,AC,--,,Country,,Kostas/John Scott Sherrill,431,1/29/2000,3/11/2000,83,78,71,71,66,55,53,57,61,61,61,72,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,189,y,2000_189,15,0,0,1,54,,Toby Keith,"Keith, Toby",,,,--,Country Comes To Town,3:39,,,,,,,DreamWorks Album Cut,AC,--,,Country,,Toby Keith,471,8/5/2000,10/14/2000,82,78,75,69,66,62,59,58,55,55,54,62,81,95,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,190,y,2000_190,15,0,0,1,54,,Beenie Man,Beenie Man,Featuring Mya,,,--,Girls Dem Sugar,4:17,,,,,,,Shocking Vibes Album Cut,AC,--,,Reggae,,Moses Davis/Chad Hugo/Pharrell Williams,429,10/21/2000,12/2/2000,72,72,63,56,62,63,54,60,69,75,84,92,85,84,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,191,y,2000_191,14,0,0,1,54,,Faith Hill,"Hill, Faith",& Tim McGraw,,Tim McGraw's Greatest Hits,--,Let's Make Love,4:11,,,,,,,Warner Album Cut,AC,--,,Rap,,Marvin Green/Chris Lindsey/Bill Luther/Aimee Mayo,441,8/12/2000,10/21/2000,83,83,73,73,67,60,60,60,57,55,54,69,88,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,192,y,2000_192,12,0,0,1,54,,Kelis,Kelis,,,,,Caught Out There,4:09,,,,,,,Virgin 38677,CD,--,,R&B,,Chad Hugo/Pharrell Williams,403,12/4/1999,1/8/2000,84,68,67,63,58,54,56,59,68,67,75,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,193,y,2000_193,8,0,0,2,55,,Jay-Z,Jay-Z,,,,,Anything,3:41,,,,,,,Roc-A-Fella 562670,,--,,Rap,,S. A. Anderson/Lionel Bart/Jay-Z/J. Wright,253,2/26/2000,3/11/2000,72,58,55,55,63,74,86,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,194,y,2000_194,20,0,0,1,55,,3 Doors Down,3 Doors Down,,,The Better Life - Republic 153920,--,Loser,4:24,,,,,,,Republic Album Cut,AC,--,,Rock,,Brad Arnold/Todd Harrell/Matt Roberts,678,10/21/2000,12/2/2000,76,76,72,69,67,65,55,59,62,61,61,59,61,66,72,76,75,67,73,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,195,y,2000_195,19,0,0,1,55,,Brooks & Dunn,Brooks & Dunn,,,Tight Rope (Arista 18895),,You'll Always Be Loved By Me,2:58,,,,,,,Arista 13198,CS,--,,Country,,Ronnie Dunn/Terry McBride,459,6/10/2000,9/9/2000,95,85,85,85,83,83,82,74,74,68,62,56,56,55,62,71,86,100,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,196,y,2000_196,17,0,0,3,56,,Kenny Chesney,"Chesney, Kenny",,,,--,What I Need To Do,4:05,,,,,,,BNA Album Cut,AC,--,,Country,,Tom Damphier/Bill Luther,544,4/1/2000,6/10/2000,79,74,68,72,69,69,62,58,57,57,56,56,56,72,80,93,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,197,y,2000_197,17,0,0,2,56,,Angie Stone,"Stone, Angie",,,Black Diamond,--,No More Rain (In This Cloud),4:42,,,,,,,Arista Album Cut,AC,--,,R&B,,J Chambers/Angie Stone/J Weatherly/B. Williams,469,12/25/1999,1/22/2000,86,79,74,66,56,60,56,60,67,69,63,73,71,81,89,98,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,198,y,2000_198,18,0,0,1,56,,Da Brat,Da Brat,,,,,That's What I'm Looking For,3:44,,,,,,,So So Def 79330,12,--,,Rap,,Da Brat/Jermaine Dupri,456,2/26/2000,4/15/2000,93,73,60,60,60,60,63,56,58,70,71,72,90,94,94,94,94,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,199,y,2000_199,9,0,0,2,57,,SheDaisy,SheDaisy,,,THE WHOLE SHEBANG,--,This Woman Needs,3:20,,,,,,,Lyric Street Album Cut,AC,--,,Country,,Bonnie Baker/Connie Harrington/Kristyn Osborn,295,2/5/2000,3/4/2000,82,70,70,67,57,57,61,68,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,200,y,2000_200,20,0,0,1,57,,Papa Roach,Papa Roach,,,Infest - DreamWorks 50223,--,Last Resort,3:19,,,,,,,DreamWorks Album Cut,AC,--,,Rock,,Papa Roach,715,7/29/2000,12/2/2000,75,71,69,69,66,64,61,61,66,64,63,60,65,66,62,66,64,64,57,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,201,y,2000_201,20,0,0,1,57,,Yolanda Adams,"Adams, Yolanda",,,Mountain High…Valley Low (Elektra 62439),,Open My Heart,5:30,,,,,,,Elektra 67118,12,--,,Gospel,,Yolanda Adams/James Harris/Terry Lewis/James Wright,665,8/26/2000,10/21/2000,76,76,74,69,68,67,61,58,57,59,66,68,61,67,59,63,67,71,79,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,202,y,2000_202,15,0,0,1,57,,Shyne,Shyne,Featuring Barrington Levy,,,,Bad Boyz,4:22,,,,,,,Bad Boy 79324,,--,,Rap,,"J.Barrow,L.Porter,D.Bowie,J.Osterberg",299,9/9/2000,10/28/2000,94,87,90,90,82,67,61,57,71,78,74,81,88,96,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,203,y,2000_203,14,0,0,1,57,,R.E.M.,R.E.M.,,,Man On The Moon (Soundtrack) - Warner 47483,,The Great Beyond,4:10,,,,,,,Warner Bros. 16888,CD,--,,Rock,,Peter Buck/Mike Mills/Michael Stipe,475,12/25/1999,1/29/2000,79,72,70,62,60,57,61,66,60,59,60,63,79,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,204,y,2000_204,14,0,0,1,57,,Joe Diffie,"Diffie, Joe",,,,--,It's Always Somethin',2:55,,,,,,,Epic Album Cut,AC,--,,Country,,"M.Green,A.Mayo",330,8/12/2000,9/16/2000,81,78,67,63,60,57,63,69,78,85,92,92,,99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,205,y,2000_205,14,0,0,4,58,,Tim McGraw,"McGraw, Tim",,,A Place In The Sun,--,Some Things Never Change,3:56,,,,,,,Curb Album Cut,AC,--,,Country,,Walt Aldridge/Brad Crisler,504,5/13/2000,7/1/2000,76,66,66,65,63,60,60,58,58,58,58,59,70,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,206,y,2000_206,20,0,0,2,58,,Don Henley,"Henley, Don",,,,--,Taking You Home,4:08,,,,,,,Warner Bros. Album Cut,AC,--,,Rock,,"D.Henley,S.Lynch,S.Brawley",521,6/24/2000,8/5/2000,79,77,74,73,66,62,58,58,61,68,71,71,79,83,85,87,83,90,87,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,207,y,2000_207,10,0,0,1,58,,Eminem,Eminem,,,,,The Way I Am,4:40,,,,,,,Aftermath 497399,12,--,,Rap,,Marshall Mathers,312,8/26/2000,9/30/2000,87,74,59,65,59,58,59,62,89,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,208,y,2000_208,16,0,0,3,59,,Nas,Nas,Featuring Ginuwine,Ginuwine,,,You Owe Me,3:51,,,,,,,Columbia 45600,,--,,R&B,,Nas/Tim Mosley/Static,444,3/25/2000,4/15/2000,74,72,68,59,59,59,67,67,63,69,75,82,79,88,95,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,209,y,2000_209,20,0,0,1,59,,Sister Hazel,Sister Hazel,,,,--,Change Your Mind,4:02,,,,,,,Universal Album Cut,AC,--,,Rock,,"K.Block,Sister Hazel",368,7/15/2000,8/5/2000,75,67,66,59,63,71,78,81,78,78,84,87,94,91,93,95,100,98,96,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,210,y,2000_210,5,0,0,1,59,,Puff Daddy,Puff Daddy,Featuring Mario Winans & Hezekiah Walker & Love Fe,,,,Best Friend,5:33,,,,,,,Bad Boy 79318,CD,--,,Rap,,"Sean ""Puffy"" Combs/C Cross/Mario Winans",141,2/12/2000,2/19/2000,65,59,62,79,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,211,y,2000_211,13,0,0,3,60,,Martina McBride,"McBride, Martina",,,Emotion (RCA 67824),--,There You Are,3:26,,,,,,,RCA Album Cut,AC,--,,Country,,Bob DiPiero/Ed Hill/Mark D. Sanders,392,9/9/2000,10/21/2000,79,75,75,75,73,64,60,60,60,63,63,82,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,212,y,2000_212,7,0,0,2,60,,Usher,Usher,,,All About You (LaFace 26082),--,Pop Ya Collar,3:36,,,,,,,LaFace Album Cut,AC,--,,Rock,"Promo Single only, No Album","Kevin ""Shekspere"" Briggs/Kandi Burruss/Usher Raymond",221,11/4/2000,11/18/2000,68,64,60,60,62,79,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,213,y,2000_213,10,0,0,1,60,,Lil' Kim,Lil' Kim,,,The Notorious K.I.M.,,No Matter What They Say,4:12,,,,,,,Queen Bee 84703,,--,,Rap,,"E. Archer/B. Eric/R. Beavers/J. Feliciano/D. Henson/J. Hill/K. Jones/P. Jovner/Rakim/Ro/D. Taylor/H. ""Hank"" Thomas",239,7/15/2000,8/5/2000,80,72,67,60,65,73,81,86,90,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,214,y,2000_214,5,0,0,1,61,,LFO,LFO,,,,,I Don't Wanna Kiss You Goodnight,5:00,,,,,,,Arista 13824,,--,,Rock,,D Deviller/S Hosein/Steve Kipner/D Zero,149,4/15/2000,4/22/2000,63,61,68,73,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,205,a,1990_205,11,2,0,1,37,,Corey Hart,"Hart, Corey",,,,Kisses On The Train,A Little Love,4:03,,,,,,,EMI 50239,CS,--,,Rock,,C.Hart,418,3/17/1990,4/28/1990,86,72,59,54,48,39,37,46,75,90,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
