artist,track,date,danceability,energy,mood,track_id,mxm_track_id
Brenda Lee,Sweet Nothin's,4/18/1960,0.74,0.49,0.95,TRAZYPQ128F1456A06,12858003
Bobby Rydell,Volare,9/5/1960,0.37,0.28,0.85,TRCYFPI128F92F7506,2925495
Anita Bryant,Paper Roses,6/13/1960,0.42,0.28,0.3,TRQULOD12903CEC793,2925111
Bobby Rydell,Swingin' School,6/20/1960,0.57,0.68,0.93,TRBIAIK12903CC660E,2925493
Bobby Vee,Devil Or Angel,10/17/1960,0.4,0.35,0.72,TRGLDCV128F1488281,4012327
Brenda Lee,That's All You Gotta Do,7/4/1960,0.64,0.43,0.95,TRPJVET128F92DE5CE,4145998
Bobby Darin,Beyond The Sea,2/29/1960,0.54,0.39,0.73,TRNPOBA12903CD7610,7122759
Conway Twitty,Lonely Blue Boy,2/8/1960,0.75,0.24,0.75,TRDCXFS128F424BD14,8163711
Fats Domino,Walking To New Orleans,8/15/1960,0.64,0.33,0.96,TRJEWUK128F14602C1,7399937
Connie Francis,Many Tears Ago,12/26/1960,0.61,0.34,0.88,TROQYZD128F92C72BD,8849358
Jerry Butler,He Will Break Your Heart,12/5/1960,0.69,0.37,0.69,TRAGVTG128F92FE9E2,7650119
Ray Peterson,Tell Laura I Love Her,8/1/1960,0.65,0.21,0.34,TRDGHLY12903CDF60D,2806545
Donnie Brooks,Mission Bell,9/5/1960,0.59,0.47,0.71,TRROORG128F92F013D,9315647
Brook Benton,Kiddio,9/19/1960,0.69,0.31,0.69,TRQHNHM12903D03A97,2379726
Bob Luman,Let's Think About Living,10/24/1960,0.57,0.76,0.94,TREXDRE128F92F1CCD,9445735
Andy Williams,The Village Of St. Bernadette,1/25/1960,0.21,0.33,0.28,TRKSWVQ12903CE68B2,930367
Johnny Burnette,You're Sixteen,12/26/1960,0.39,0.38,0.88,TRCNLXE12903CC096A,4850678
Connie Francis,Mama,4/11/1960,0.16,0.08,0.13,TRFGJIA12903D15FA2,1235464
Roy Orbison,Blue Angel,11/7/1960,0.56,0.57,0.79,TREQCVU128F92E9F49,2421297
Bill Black's Combo,White Silver Sands,4/25/1960,0.87,0.48,0.93,TRLUXGK12903CA6DB7,2849674
Marv Johnson,I Love The Way You Love,4/11/1960,0.72,0.68,0.85,TRBROTX128F935EB5C,2978359
Neil Sedaka,Stairway To Heaven,5/9/1960,0.69,0.7,0.85,TRDIMDX128F9311D46,1465620
Marv Johnson,You Got What It Takes,2/8/1960,0.61,0.6,0.96,TRBOTDZ128F93382B8,8687874
Paul Evans,Happy-Go-Lucky-Me,6/13/1960,0.68,0.52,0.91,TRSOQKV12903CC2245,7592349
Johnny Burnette,Dreamin',8/29/1960,0.41,0.72,0.85,TRGYIBA128F145D064,4850676
Bill Black's Combo,Don't Be Cruel,11/7/1960,0.74,0.45,0.9,TRLQWUU128F92F2C52,2849678
Paul Anka,Summer's Gone,10/31/1960,0.32,0.32,0.63,TRICQDD128F428C6B6,902426
Sam Cooke,Wonderful World,6/27/1960,0.52,0.54,0.89,TRMKOLR128F92FE7E0,861469
Ricky Nelson,Young Emotions,5/30/1960,0.48,0.08,0.31,TRIGSIP128F14612FA,9397874
Bobby Rydell,Sway,12/12/1960,0.67,0.54,0.83,TRJPNAD12903CACA96,2925496
Lloyd Price,Lady Luck,3/21/1960,0.62,0.38,0.79,TRVPAQW128F1495910,2448701
Chubby Checker,The Hucklebuck,11/21/1960,0.52,0.7,0.94,TRCMOXY12903CDFD0D,8963928
Brenda Lee,Rockin' Around The Christmas Tree,12/26/1960,0.66,0.46,0.79,TRLNKGB128F42AD00A,2574042
Brook Benton,The Same One,9/19/1960,0.53,0.1,0.61,TRPHUFC128F92D623C,7650150
Bill Black's Combo,Blue Tango,12/19/1960,0.9,0.44,0.98,TRBPIFF128F92D150B,9712178
Neil Sedaka,You Mean Everything To Me,10/3/1960,0.38,0.35,0.66,TRYFHTO128F9319BA8,1465621
Bobby Rydell,Ding-A-Ling,5/30/1960,0.63,0.79,0.85,TRLEAKN128F92D2B83,2925494
Bill Black's Combo,Josephine,7/18/1960,0.92,0.53,0.97,TRWIUPN128F92D1506,2849680
Bobby Rydell,Little Bitty Girl,3/28/1960,0.58,0.52,0.74,TRBXUWQ128F92D2B85,2925492
Lloyd Price,Question,8/8/1960,0.54,0.46,0.87,TRSAGRR128F1495912,2448703
Bobby Darin,Clementine,4/18/1960,0.11,0.53,1.00E-05,TRICMDA128F931A34A,7122765
Harold Dorman,Mountain Of Love,5/23/1960,0.39,0.48,0.78,TRLXPSU128F92F0183,8944485
Ray Smith,Rockin' Little Angel,2/22/1960,0.59,0.61,0.84,TRFKGTH128F92F181A,4215228
Charlie Rich,Lonely Weekends,5/23/1960,0.46,0.81,0.68,TRTLCGY128F9311D22,4106233
Damita Jo,I'll Save The Last Dance For You,12/5/1960,0.53,0.8,0.83,TRXAQXD12903CE5952,5059369
Dorsey Burnette,(There Was A) Tall Oak Tree,3/7/1960,0.64,0.32,0.7,TRPIVQL128F92F16D1,9315643
Barrett Strong,Money (That's What I Want),4/18/1960,0.64,0.73,0.96,TRABBZK128F9310F63,7079179
Johnny Mathis,Starbright,4/4/1960,0.27,0.27,0.35,TROVXVV128F42793C2,2195242
Johnny Bond,Hot Rod Lincoln,9/19/1960,0.64,0.7,0.91,TRIQXCZ128F9307CEB,4089976
Conway Twitty,What Am I Living For,5/2/1960,0.44,0.34,0.71,TRCJNKU128F424BD0B,2751869
Marty Robbins,Big Iron,4/18/1960,0.71,0.28,0.58,TRNXMNH128F426E8B8,8166865
Bing Crosby,White Christmas,12/26/1960,0.21,0.37,0.24,TRBSAAI12903C9EC72,9965333
Duane Eddy,Peter Gunn,11/14/1960,0.5,0.78,0.52,TRSQMAA128F92FB13C,4654337
Freddy Cannon,Jump Over,6/20/1960,0.72,0.67,0.84,TROVCAS12903CBC91D,8732991
Neil Sedaka,Run Samson Run,10/17/1960,0.37,0.55,0.9,TRIIFDY128F146D5C5,1465629
Don Gibson,Just One Time,4/18/1960,0.6,0.44,0.84,TRTGDHE128F92E9DCB,7557157
Sam Cooke,Sad Mood,12/19/1960,0.38,0.53,0.72,TRAVIBR128E078A453,6678155
Jim Reeves,Am I Losing You,12/12/1960,0.46,0.27,0.29,TRDUIKH128F9300EE3,12585920
Donnie Brooks,Doll House,12/26/1960,0.5,0.56,0.95,TRPXNJN128F92F0133,8054602
Frankie Avalon,Where Are You,8/1/1960,0.21,0.31,0.13,TRAIQYE12903CB600E,8059939
Dee Clark,How About That,1/25/1960,0.63,0.46,0.75,TRNPJEB128E0790AC5,8189985
James Brown,Think,6/6/1960,0.85,0.62,0.9,TRGKFJI12903CCE242,3296624
Marty Robbins,Ballad Of The Alamo,12/12/1960,0.64,0.56,0.74,TRUEISH128F42654D8,8166866
Freddy Cannon,Chattanooga Shoe Shine Boy,3/14/1960,0.6,0.8,0.93,TRNLAPS12903CBC90F,5252327
Etta James,My Dearest Darling,12/5/1960,0.46,0.45,0.56,TRBFTHL128C7196B42,2197338
Etta Jones,Don't Go To Strangers,12/12/1960,0.52,0.04,0.19,TRSALBU128F92FCFE3,6723349
Bobby Helms,Jingle Bell Rock,12/26/1960,0.67,0.54,0.8,TRCBWTO128F92F32F0,13371928
Jimmy Reed,Baby What You Want Me To Do,2/29/1960,0.6,0.33,0.7,TROHYJB128F42247B7,623488
Wanda Jackson,Let's Have A Party,10/10/1960,0.64,0.71,0.94,TRANKUG128F1458089,3598999
Brook Benton,The Ties That Bind,5/9/1960,0.34,0.32,0.26,TRPQAYK128F9304DE4,3952057
Buster Brown,Fannie Mae,5/2/1960,0.59,0.4,0.67,TRDUOEW12903CCB1EA,3005888
Skeeter Davis,(I Can't Help You) I'm Falling Too,9/5/1960,0.59,0.24,0.36,TREUUZW128F428A1C0,3361579
Paul Anka,I Love You In The Same Old Way,9/12/1960,0.48,0.44,0.79,TRERCZM128F428A67A,3164547
Stonewall Jackson,Mary Don't You Weep,1/11/1960,0.61,0.68,0.96,TRAOTVY128F426C1D8,2598762
Johnny Tillotson,Why Do I Love You So,2/22/1960,0.55,0.39,0.68,TRAIDFI12903CF8A6A,4632140
Dee Clark,You're Looking Good,9/26/1960,0.64,0.48,0.68,TRAIMGT128F935F8F2,7870313
Jim Reeves,I Missed Me,12/12/1960,0.44,0.24,0.4,TRZZWXF128F42920D8,1813418
Marty Wilde,Bad Boy,2/22/1960,0.54,0.41,0.57,TREADNJ12903CB89C6,6125050
Nat King Cole,My Love,8/29/1960,0.52,0.39,0.9,TRNMKYZ128F145B68D,5039561
Dorsey Burnette,Hey Little One,8/1/1960,0.42,0.42,0.33,TRANYDR12903CAB312,6659191
Joe Turner,Honey Hush,1/25/1960,0.54,0.29,0.73,TRWRIYF128F424A3D0,931939
Dinah Washington,It Could Happen To You,4/25/1960,0.32,0.18,0.14,TRRBVIM128F92EF6EF,793669
Joanie Sommers,One Boy,8/15/1960,0.39,0.15,0.51,TRATIGF128F92E1E45,3140018
Johnny Tillotson,Earth Angel,5/16/1960,0.4,0.42,0.46,TRHNNHS12903CF8A58,4632142
Adam Wade,Ruby,4/18/1960,0.26,0.21,0.18,TRZJXIJ128F424BAD0,3243054
Frankie Lymon,Little Bitty Pretty One,8/15/1960,0.57,0.49,0.94,TRBHADI128F932D5AA,4430301
Freddy Cannon,Humdinger,10/24/1960,0.69,0.67,0.96,TRMYJYD12903CBC924,5252330
Frank Sinatra,Nice 'N' Easy,9/12/1960,0.53,0.2,0.53,TRPPMZR128F427C1C1,870194
Freddy Cannon,The Urge,5/23/1960,0.49,0.95,0.61,TRLMNCZ12903CBC922,8732990
Anita Bryant,One Of The Lucky Ones,11/14/1960,0.3,0.25,0.17,TRITVXV12903CEC798,7988306
Cowboy Copas,Alabam,11/7/1960,0.67,0.55,0.92,TRMTLUC12903D13D40,1641537
Johnny Tillotson,Pledging My Love,5/16/1960,0.48,0.3,0.39,TRRZVRU12903CF8A67,8328722
Adam Wade,I Can't Help It,7/18/1960,0.24,0.47,0.32,TRAAPMC128F424BAD2,3243056
Johnny Mathis,How To Handle A Woman,1/2/1961,0.3,0.36,0.27,TRWYYEQ128F42793D0,3057663
Adam Wade,Tell Her For Me,2/15/1960,0.27,0.28,0.23,TROBEHH128F424BACF,3243053
Bo Diddley,Road Runner,3/21/1960,0.6,0.71,0.93,TRGYQLF128F92F6932,7515095
Bobby Vee,Since I Met You Baby,9/12/1960,0.54,0.41,0.72,TRJGDEX128F1488282,4012330
Jim Reeves,I Know One,7/25/1960,0.47,0.37,0.63,TRIMNLQ128F92F10E4,12585996
Faron Young,Riverboat,1/18/1960,0.69,0.25,0.9,TRRINJR128F932025A,7708874
Stonewall Jackson,Why I'm Walkin',4/11/1960,0.53,0.15,0.64,TRAXEZK128F427E1FF,597077
Billy Walker,Forever,2/15/1960,0.36,0.13,0.29,TRWXYJF12903CCCEE3,804705
Johnny Cash,Straight A's In Love,3/14/1960,0.46,0.65,0.73,TRDKAQR128F92EB1FB,5164454
Jimmy Reed,Found Love,6/27/1960,0.78,0.41,0.96,TRHXDVN128F4224754,623489
Don Gibson,Sweet Dreams,12/5/1960,0.37,0.33,0.53,TRFTZKX128F931163E,7977170
Joni James,I Need You Now,3/28/1960,0.23,0.3,0.43,TRJJTCG128F92E803B,3298830
Jimmy Dean,Big Bad John,11/6/1961,0.68,0.33,0.45,TRAWBEZ128F92FE5C5,9445728
Del Shannon,Runaway,4/24/1961,0.67,0.51,0.88,TRCPGPU12903CD924E,5257476
Chubby Checker,Pony Time,2/27/1961,0.59,0.64,0.95,TRADYNQ128F429D85D,8963921
Bobby Vee,Take Good Care Of My Baby,9/18/1961,0.47,0.3,0.58,TRBUICZ128F42522EE,1807933
Gary U.S. Bonds,Quarter To Three,6/26/1961,0.55,0.73,0.6,TRIOIHT128F92F2E01,2989563
Elvis Presley,Surrender,3/20/1961,0.39,0.65,0.64,TRLYWFY128F4284836,3850952
Ernie K-Doe,Mother-In-Law,5/22/1961,0.67,0.35,0.8,TRFKDEO128F92F17FA,4221539
Roy Orbison,Running Scared,6/5/1961,0.55,0.35,0.38,TRACTRN12903D0D6C2,7336883
Brook Benton,The Boll Weevil Song,7/10/1961,0.69,0.46,0.65,TRGCPAU128F9335B9C,2379729
Dee Clark,Raindrops,6/26/1961,0.6,0.44,0.81,TRBIQNQ12903C9EF0C,8439288
Bobby Vee,Run To Him,12/25/1961,0.36,0.45,0.69,TRGVYDT128F92F1518,4119668
Roy Orbison,Crying,10/9/1961,0.32,0.31,0.14,TRMWOEB128F426AB59,9445724
Marty Robbins,Don't Worry,3/20/1961,0.51,0.26,0.41,TRGWYKH128F426C2C7,8166867
Ben E. King,Stand By Me,6/12/1961,0.66,0.41,0.57,TRGQHOS128F93293A4,7540178
Floyd Cramer,On The Rebound,4/17/1961,0.63,0.79,0.97,TRJNLHL12903CE5B7D,9445738
Timi Yuro,Hurt,9/11/1961,0.27,0.31,0.15,TREUUGK12903C96F89,6947360
Leroy Van Dyke,Walk On By,12/11/1961,0.52,0.75,0.88,TROIQFA128F92E9D3A,12901361
Del Shannon,Hats Off To Larry,7/31/1961,0.49,0.64,0.65,TRHUIUK128F92F1525,3270081
Adam Wade,The Writing On The Wall,7/17/1961,0.52,0.26,0.61,TREXUFO128F424BACE,3243052
Sue Thompson,Sad Movies (Make Me Cry),10/23/1961,0.57,0.25,0.62,TRHJYIU12903CAB750,13235235
Gene McDaniels,Tower Of Strength,11/13/1961,0.59,0.4,0.78,TROWKOJ128F92CF034,4973536
Troy Shondell,This Time,10/23/1961,0.4,0.36,0.41,TRLILGB128F42300C3,6938898
Bobby Vee,Rubber Ball,1/9/1961,0.39,0.57,0.8,TRCAVRT12903CCC673,9331212
Connie Francis,Together,8/7/1961,0.35,0.12,0.19,TREKDZO128E0794063,8849356
Curtis Lee,Pretty Little Angel Eyes,8/7/1961,0.59,0.4,0.96,TRCSFWV128F933D827,8719099
Adam Wade,Take Good Care Of Her,5/1/1961,0.4,0.33,0.43,TRTBLGF128F424BAD4,9315645
Chubby Checker,The Fly,11/13/1961,0.44,0.79,0.89,TRWRLVL128F934A7BD,8963932
Sandy Nelson,Let There Be Drums,12/18/1961,0.6,0.56,0.63,TREWDCF128F4275430,5336388
Bob Moore,Mexico,10/2/1961,0.59,0.81,0.97,TRSVWQO128F9339078,3265460
Lee Dorsey,Ya Ya,10/30/1961,0.78,0.59,0.93,TRCRGLM128F92DD89F,3970552
Johnny Tillotson,Without You,9/18/1961,0.49,0.54,0.64,TRMKBBR12903CD73C9,3691851
Floyd Cramer,San Antonio Rose,7/17/1961,0.55,0.46,0.96,TRFYJAP128F428AC37,7904222
Ricky Nelson,Hello Mary Lou,5/22/1961,0.56,0.78,0.87,TRHYPXT128F9311D29,665183
Steve Lawrence,Portrait Of My Love,5/8/1961,0.25,0.31,0.23,TRFSWRI128F935F5C7,7149076
Adam Wade,As If I Didn't Know,9/4/1961,0.6,0.38,0.54,TRGXKJZ128F424BAD1,7532492
Ben E. King,Spanish Harlem,3/11/1961,0.62,0.49,0.84,TRORUCA128F92E3BCA,6570085
Carla Thomas,Gee Whiz (Look At His Eyes),3/27/1961,0.22,0.41,0.36,TRKDDVX128F93146BA,8851069
Paul Anka,Dance On Little Girl,7/10/1961,0.64,0.45,0.88,TREORTK128F425208F,902416
Jerry Butler,Moon River,12/11/1961,0.24,0.46,0.21,TRCRPMM128F92FE9DE,5889610
Brook Benton,Think Twice,4/3/1961,0.45,0.02,0.31,TRIFPBT12903C945C2,2379728
Bobby Rydell,Good Time Baby,3/6/1961,0.56,0.78,0.84,TRKLHFF128F92D2B8C,2925498
Neil Sedaka,Little Devil,5/29/1961,0.67,0.82,0.82,TRSKOEL128F932C5DB,4821536
Faron Young,Hello Walls,5/29/1961,0.56,0.39,0.7,TRMAZWS128F9358997,12864902
Ferlin Husky,Wings Of A Dove,2/13/1961,0.56,0.33,0.75,TRMBXMA128F92FBC29,12864921
Damita Jo,I'll Be There,8/14/1961,0.53,0.42,0.51,TRTXXDU12903CE5955,3861138
Bing Crosby,White Christmas,12/25/1961,0.21,0.37,0.24,TRBSAAI12903C9EC72,9965333
Fats Domino,Let The Four Winds Blow,8/21/1961,0.4,0.49,0.96,TRKKHNE128F1459671,6683983
Tony Orlando,Bless You,10/9/1961,0.44,0.61,0.76,TRTONEP128F42739CC,4897330
Johnny Burnette,Little Boy Sad,3/13/1961,0.57,0.68,0.78,TRBCLDV128F145D066,4850681
Anita Bryant,Wonderland By Night,1/9/1961,0.32,0.35,0.32,TRPAAHC12903CEC7A4,7988311
Ben E. King,Amor,9/4/1961,0.55,0.33,0.72,TRJEJNV12903CFE8ED,6570074
Maxine Brown,All In My Mind,2/11/1961,0.43,0.28,0.34,TRDOJMZ128F424672D,8851048
Brian Hyland,Let Me Belong To You,9/25/1961,0.34,0.1,0.22,TRMEBVL128F92D3815,6693306
Tex Ritter,I Dreamed Of A Hill-Billy Heaven,8/28/1961,0.51,0.32,0.47,TROGLZU128F9311A66,4463204
Bill Black's Combo,Hearts Of Stone,3/20/1961,0.68,0.74,0.97,TRVRCES128F92D1508,2849684
Bobby Rydell,I Wanna Thank You,11/20/1961,0.7,0.53,0.91,TRBCPFL128F92D2B8A,1403756
Don Gibson,Sea Of Heartbreak,8/28/1961,0.59,0.56,0.74,TRJAXAS128F9338CAF,2654263
Bobby Rydell,That Old Black Magic,5/29/1961,0.56,0.52,0.65,TRGZRQL128F92D2B89,2925500
Chubby Checker,Dance The Mess Around,5/8/1961,0.61,0.71,0.64,TRNXODA12903CDFD0F,8963929
Maxine Brown,Funny,5/8/1961,0.64,0.43,0.75,TRUBPJS12903CBBA9C,7720738
Roy Orbison,Candy Man,11/6/1961,0.58,0.45,0.82,TRDPOUP128F42AD903,7336882
Johnny Tillotson,Jimmy's Girl,2/27/1961,0.6,0.22,0.61,TRFEPCV128F423B98D,7651670
Buddy Knox,Lovey Dovey,1/23/1961,0.71,0.58,0.97,TRNUEZR12903CB2F4C,2486562
Bill Black's Combo,Ole Buttermilk Sky,7/10/1961,0.9,0.53,0.96,TREDIWR128F92D150D,9712180
Jerry Wallace,There She Goes,1/30/1961,0.6,0.38,0.8,TRPQYKJ128F92D277D,8944373
Skeeter Davis,My Last Date (With You),1/23/1961,0.59,0.25,0.52,TRALOBQ128F428AB9E,3361580
Elvis Presley,Wild In The Country,6/26/1961,0.69,0.18,0.6,TRLBKVH12903CCE4D4,2758301
Connie Francis,Baby's First Christmas,1/1/1962,0.41,0.27,0.4,TRAOLUA128F422BB1D,2370298
Jerry Butler,Find Another Girl,4/24/1961,0.69,0.48,0.76,TRQWCOJ128F4224725,1764029
Wanda Jackson,In The Middle Of A Heartache,12/4/1961,0.6,0.19,0.41,TRVTUDU128F4269EE4,7859226
Del Shannon,So Long Baby,10/16/1961,0.6,0.82,0.78,TRPSKNO12903CEA12B,3270082
Billy Vaughn and His Orchestra,Wheels,3/13/1961,0.64,0.81,0.9,TRKNURQ128F92DA1D6,4086237
Brook Benton,For My Baby,3/20/1961,0.64,0.22,0.73,TRPSQQM128F9335BA7,8068573
Wanda Jackson,Right Or Wrong,8/21/1961,0.62,0.29,0.71,TRBDCLM128F933878C,8136250
Brenda Lee,I'm Learning About Love,2/6/1961,0.73,0.49,0.93,TRZJXNE128F934F6CA,7760948
Dee Clark,Your Friends,3/20/1961,0.72,0.41,0.85,TRIAOEY128F92FEA31,9760348
Slim Harpo,Rainin' In My Heart,7/17/1961,0.35,0.67,0.6,TRHCRJM128F93373FC,4253182
Roy Drusky,Three Hearts In A Tangle,6/26/1961,0.57,0.14,0.51,TRAYWHE128F92E9D6A,12902126
Freddy Cannon,Transistor Sister,9/4/1961,0.63,0.65,0.96,TRDQROV12903CBC912,8732993
Bill Black's Combo,Movin',10/9/1961,0.62,0.76,0.87,TRIMOXR128F92CD0D9,2849675
Bobby Helms,Jingle Bell Rock,1/1/1962,0.67,0.54,0.8,TRCBWTO128F92F32F0,13371928
Gene Pitney,Every Breath I Take,9/11/1961,0.4,0.76,0.8,TRBBHHP128EF365DA0,13258746
Timi Yuro,Smile,11/27/1961,0.25,0.2,0.09,TRFLRHP128F1479292,6130610
Eddie Fisher,Tonight,12/11/1961,0.21,0.34,0.38,TRHABZG128EF35337D,4147354
Mary Wells,Bye Bye Baby,4/10/1961,0.44,0.74,0.63,TRAJKQH128F932103D,5405030
Vic Dana,Little Altar Boy,1/1/1962,0.23,0.28,0.17,TRCBAHG12903CBEEBC,2505317
Brook Benton,It's Just A House Without You,10/23/1961,0.6,0.33,0.8,TROXABM12903CA09A0,2379730
Etta James,At Last,2/6/1961,0.47,0.14,0.38,TRBUCIY128F422B984,3099526
Frankie Avalon,A Perfect Love,1/9/1961,0.52,0.43,0.58,TRINXDE12903CB600C,8059941
Tommy Hunt,Human,10/9/1961,0.45,0.29,0.54,TRWLGQC128F9348385,5503095
Gogi Grant,The Wayward Wind,6/5/1961,0.47,0.4,0.49,TRJAAKR12903C93D6D,7416344
Brenda Lee,Rockin' Around The Christmas Tree,1/1/1962,0.66,0.46,0.79,TRLNKGB128F42AD00A,2574042
Marty Robbins,It's Your World,10/9/1961,0.57,0.34,0.69,TRQSEVJ128F4270571,8166871
Freddy Cannon,Buzz Buzz A-Diddle-It,6/5/1961,0.5,0.94,0.71,TRKAANF12903CBC917,3303561
Johnny Horton,Sleepy-Eyed John,5/1/1961,0.65,0.59,0.86,TRWALKS128F92E88D9,1041980
Freddy Cannon,Muskrat Ramble,2/6/1961,0.51,0.73,0.9,TRFEZBK12903CBC915,8733029
Bill Doggett,Honky Tonk (Part 2),3/20/1961,0.49,0.28,0.85,TRJHLXD128F933D79E,6571392
Johnny Burnette,Big Big World,5/29/1961,0.62,0.2,0.62,TRQDHVF128F145BE19,8774168
Neil Sedaka,Sweet Little You,9/25/1961,0.59,0.36,0.94,TRGPRUE128F9319B35,4821537
Don Gibson,Lonesome Number One,12/11/1961,0.54,0.86,0.88,TRITWGW128F92EFCE0,12833314
Little Willie John,Leave My Kitten Alone,2/20/1961,0.53,0.59,0.96,TRBIGUJ128F92D674F,9508545
Adam Wade,Tonight I Won't Be There,10/23/1961,0.32,0.2,0.13,TRLAWIX128F424BAD8,3243062
Bobby Vee,More Than I Can Say,3/20/1961,0.58,0.18,0.69,TRFGFAO128F1459673,4012347
Jim Reeves,The Blizzard,4/3/1961,0.6,0.21,0.53,TRWHXWC128F4295015,1397061
Floyd Cramer,Your Last Goodbye,10/23/1961,0.63,0.34,0.23,TRIOFFX128F428AD70,3271037
Bobby Vee,How Many Tears,6/12/1961,0.61,0.73,0.92,TRGSMUY12903CD35D1,4119672
Ben E. King,Young Boy Blues,10/30/1961,0.48,0.27,0.57,TRLFHCR12903CACAAF,7421227
Jimmy Reed,Close Together,2/13/1961,0.75,0.53,0.93,TRZLOZH128F42247A5,623491
Claude King,The Comancheros,12/18/1961,0.69,0.48,0.92,TRXPVQN128F935E0AA,9967155
Billy Vaughn and His Orchestra,Come September,11/6/1961,0.56,0.67,0.87,TRDNNUK128F9301136,4086247
Damita Jo,Keep Your Hands Off Of Him,2/27/1961,0.54,0.84,0.76,TRGWKNR12903CE594E,2435712
George Jones,Tender Years,7/24/1961,0.33,0.05,0.4,TRFQDLN128F9311CCC,5349754
Charles Brown,Please Come Home For Christmas,1/1/1962,0.65,0.43,0.46,TRLHMKS12903CBF791,567148
Jimmy Reed,Big Boss Man,6/12/1961,0.63,0.29,0.93,TRCWJWK128F932C815,623492
Ricky Nelson,Milk Cow Blues,1/7/1961,0.59,0.85,0.68,TRZOYVJ128F145D0B1,6181115
Claude Gray,I'll Just Have A Cup Of Coffee (Then I'll Go),4/17/1961,0.62,0.39,0.78,TREPEKW12903CA6B01,8599171
Anita Bryant,A Texan And A Girl From Mexico,2/27/1961,0.31,0.16,0.26,TRIBTRP12903CEC7A9,7988312
Jimmy Jones,I Told You So,4/3/1961,0.53,0.75,0.92,TRFRCCY128EF34FE4F,4767295
Al Martino,Here In My Heart,8/7/1961,0.19,0.19,0.18,TRALYVS12903CE92AC,2543461
Anita Bryant,I Can't Do It By Myself,5/22/1961,0.57,0.3,0.78,TRPEKCI12903CEC796,7988309
Edith Piaf,Milord,3/13/1961,0.45,0.3,0.6,TRPYJHC128F422FCAB,2547491
Donnie Brooks,Memphis,3/20/1961,0.59,0.75,0.93,TRGWASK128F934AA5F,8054604
Etta Jones,Canadian Sunset,3/13/1961,0.53,0.21,0.34,TRLGXFJ128F9315828,6723351
Nina Simone,Trouble In Mind,1/23/1961,0.36,0.47,0.69,TRMCGOG12903CDEAF8,3750498
Bill Black's Combo,Honky Train,10/9/1961,0.89,0.33,0.96,TRROBBZ128F92CD0EB,5283094
Debbie Dean,Don't Let Him Shop Around,2/13/1961,0.65,0.71,0.95,TRQWYZP128F931AF66,3726730
Johnny Cash,Oh Lonesome Me,1/7/1961,0.71,0.73,0.94,TRQTFFL128F92DE766,8130121
Timi Yuro,She Really Loves You,12/11/1961,0.31,0.37,0.19,TRCVVGI128F14792A4,5553094
Adam Wade,Linda,10/2/1961,0.51,0.49,0.73,TRPPMHE128F424BAD6,3243060
Gloria Lynne,Impossible,10/2/1961,0.23,0.15,0.15,TRNPQKV128F9351B24,4538356
Patsy Cline,Who Can I Count On,10/23/1961,0.5,0.49,0.87,TRZDIBM12903D13D32,12236466
Bobby Vinton,Roses Are Red (My Love),7/14/1962,0.49,0.03,0.41,TRAZXQP128F427F239,5481065
Bruce Channel,Hey! Baby,3/10/1962,0.66,0.55,0.65,TRFZBDM128F92ECD21,8364743
Chubby Checker,The Twist,1/8/1962,0.52,0.71,0.9,TRCVKUZ12903CB4DE0,9791494
Neil Sedaka,Breaking Up Is Hard To Do,8/11/1962,0.76,0.75,0.96,TRDXXAU12903CF0979,4821547
Tommy Roe,Sheila,9/1/1962,0.42,0.48,0.56,TRJCSXA128F932066A,3631576
Little Eva,The Loco-Motion,8/25/1962,0.49,0.91,0.54,TRADZQV128F14A5760,5257480
Chubby Checker,Limbo Rock,12/22/1962,0.76,0.41,0.96,TRDPEYZ128F429D864,8963919
Dee Dee Sharp,Mashed Potato Time,5/5/1962,0.75,0.52,0.9,TRKLBPG128F933D784,7525052
Elvis Presley,Can't Help Falling In Love,1/29/1962,0.3,0.37,0.58,TRQHJAK128F428F2D0,3762227
Gene Pitney,Only Love Can Break A Heart,11/3/1962,0.33,0.37,0.24,TROTYIP128EF365D9D,9791487
Brenda Lee,All Alone Am I,11/10/1962,0.38,0.45,0.34,TRKHMZK128F92D35AB,7346330
Freddy Cannon,Palisades Park,6/23/1962,0.46,0.78,0.83,TRIVDKJ12903CBC905,8732992
Brian Hyland,Sealed With A Kiss,7/28/1962,0.52,0.19,0.68,TRIUXKA128F92D3818,6693312
Sue Thompson,Norman,2/19/1962,0.71,0.54,0.96,TRINXQJ128F935E502,13235228
Johnny Tillotson,It Keeps Right On A-Hurtin',6/16/1962,0.51,0.32,0.6,TRREHXR128F9306426,4632132
Dion,Lovers Who Wander,6/9/1962,0.44,0.33,0.77,TRIFTXT128F4282451,2997243
Brenda Lee,Break It To Me Gently,3/3/1962,0.27,0.1,0.36,TRAPXNJ128F4252EB5,7128015
Gene Pitney,(The Man Who Shot) Liberty Valance,6/16/1962,0.54,0.49,0.87,TRZEMDE128F92CF03C,7996080
Neil Sedaka,Next Door To An Angel,11/17/1962,0.7,0.9,0.93,TRLWAHV128F9311D43,4821550
Frank Ifield,I Remember You,10/13/1962,0.24,0.28,0.66,TRGCFXA128E0789B33,9453862
Pat Boone,Speedy Gonzales,7/28/1962,0.57,0.49,0.71,TRYXPCK128F92FDFBA,6012726
Brenda Lee,Everybody Loves Me But You,5/26/1962,0.6,0.08,0.42,TRAZYYE128F1456A0E,6005521
